action count
k_prc_front_kick 14
k_prc_jump_front_heavy 117
k_prc_jump_up_heavy 51
k_prc_kick_1 72
k_prc_kick_2 23
k_prc_low 11
k_prc_spinning_kick 7
kunai_midnight_player_throw 187
lying_kick_face_back 2
lying_kick_face_front 52
lying_kick_spine_back 7
lying_kick_spine_front 22
sai_heavy_slash 252
sai_low_slash 72
sai_slash_1 257
sai_slash_2 176
sai_spinning_slash 136
sai_super_slash_1 404
sai_super_slash_2 96
sai_upper_slash 40
shadow_sai_slash_1_active 17
shadow_sai_slash_1_miss 28
